Year,Rk,Player,Team,Age,GP,W,L,Min,Def Rtg,DREB,DREB_per,Per_DREB,STL,STL_per,BLK,Per_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2nd_Chance,OPP_PTS_FB,OPP_PTS_Paint,DEF_WS
2017,343,Kris Dunn,MIN,23,78,30,48,17.1,108.6,1.8,13.1,17.2,1,31.6,0.5,24.2,6.3,4.8,4.5,16.1,0.013
2017,344,Michael Beasley,MIL,28,56,23,33,16.7,108.5,2.7,18.6,24.5,0.5,17.3,0.5,30.7,5.9,4.5,4.3,14.6,0.013
2017,345,Gerald Green,BOS,31,47,32,15,11.4,105.7,1.4,14,18.4,0.2,10.8,0.1,15.6,3.3,3.1,2.4,9.8,0.013
2017,346,Kevon Looney,GSW,21,53,44,9,8.4,102.5,1.5,18.9,24.9,0.3,18.5,0.3,23.6,3.8,2.4,3,8.1,0.013
2017,347,Justin Anderson,PHI,23,75,24,51,16.4,108.3,2.3,17.3,22.9,0.5,19.4,0.3,22.5,5.3,4.6,4.4,15.1,0.012
2017,348,Boban Marjanovic,DET,28,35,16,19,8.4,102.4,2.4,31.3,38,0.2,22.2,0.3,52.2,1.9,1.1,2,5.8,0.012
2017,349,Nicolas Laprovittola,SAS,27,18,15,3,9.7,104.3,0.5,5.8,7.4,0.2,12.9,0.1,4.8,3.4,2.7,2.4,8.8,0.012
2017,350,Dragan Bender,PHX,19,43,13,30,13.3,107,1.9,15.5,20.3,0.2,11.9,0.5,36.7,5,4.1,4,11.1,0.012
2017,351,Richaun Holmes,PHI,23,57,16,41,20.9,110,3.8,19.8,26.4,0.7,21,1,47.4,9,6.1,7.2,20.5,0.012
2017,352,Norris Cole,OKC,28,13,5,8,9.6,104.2,0.8,10.5,12.9,0.6,47.1,0,0,3.4,1.6,2,9.8,0.012
2017,353,Alex Abrines,OKC,23,68,37,31,15.5,108.3,1,7.4,9.4,0.5,22.7,0.1,7.5,5.4,4.1,3.4,15.7,0.012
2017,354,D.J. Augustin,ORL,29,78,29,49,19.7,109.6,1.3,7.7,10,0.4,15.7,0,0.7,7.1,5.6,5.5,18.2,0.012
2017,355,Marreese Speights,LAC,29,82,51,31,15.7,108.4,3.5,24.5,33.1,0.3,13.4,0.5,36.3,4.9,4.5,4.2,15,0.012
2017,356,Joffrey Lauvergne,CHI,25,70,41,29,14,107.8,2.6,20.5,26.9,0.4,17.4,0.1,7,4.9,3.7,3.9,14.5,0.012
2017,357,Justin Hamilton,BKN,27,64,14,50,18.4,109.5,3,17.2,22.9,0.5,16.1,0.7,38.1,7.7,5.3,5.5,18,0.012
2017,358,Chris McCullough,WAS,22,16,1,15,5,95.4,0.6,12.3,16.7,0.1,16.7,0.1,33.3,1.2,1.8,0.8,4.3,0.012
2017,359,Jared Sullinger,TOR,25,11,2,9,10.7,105.6,1.5,18.5,23,0.4,21.1,0.1,12.5,2.5,1.5,4,6.7,0.012
2017,360,Joel Anthony,SAS,34,19,15,4,6.4,99.5,1.2,19,24.2,0.1,16.7,0.3,42.9,1.9,1.6,1.4,5.5,0.012
2017,361,Adreian Payne,MIN,26,18,5,13,7.5,101.8,1.3,20,27.9,0.4,32,0.4,43.8,2.6,2.4,1.7,6.4,0.012
2017,362,Sheldon Mac,WAS,24,30,17,13,9.6,104.6,1,11.5,14.9,0.3,19,0.1,11.1,3,2.9,2.7,9.3,0.012
2017,363,Bryn Forbes,SAS,23,36,24,12,7.9,102.9,0.6,8.2,10.7,0,3.4,0,0,2.6,2.1,1.8,6.8,0.011
2017,364,Anthony Tolliver,SAC,32,65,26,39,22.7,110.6,2.9,14.8,19.2,0.5,15.2,0.3,18.3,8.3,5.7,6.6,19.5,0.011
2017,365,Darrell Arthur,DEN,29,41,20,21,15.6,108.8,2.1,15.5,19.7,0.5,21.6,0.5,38.2,5.7,4,3.9,14.7,0.011
2017,366,Al Jefferson,IND,32,66,33,33,14.1,108.1,3.1,25.1,32.4,0.3,14.8,0.2,24.6,4,3,3.8,11.1,0.011
2017,367,Thon Maker,MIL,20,57,31,26,9.9,105.4,1.3,16.7,21.4,0.2,10.4,0.5,42.6,2.6,2.1,1.9,9.1,0.011
2017,368,Jodie Meeks,ORL,29,36,14,22,20.5,110.4,2,11.4,14.9,0.9,28.3,0.1,5.6,6.6,5.5,5.5,21.3,0.011
2017,369,Mason Plumlee,DEN,27,81,38,43,26.5,111.3,5.4,22.2,29.6,0.9,22.5,1.1,42.6,9.2,7.4,7.6,24.6,0.011
2017,370,Malachi Richardson,SAC,21,22,9,13,9,104.6,0.9,10.6,12.9,0.2,14.7,0,6.3,3.2,2.1,2.6,6.5,0.011
2017,371,Kyle O'Quinn,NYK,27,79,29,50,15.6,108.9,3.6,25,33.9,0.5,22,1.3,59.4,6,4.8,4.2,14.5,0.011
2017,372,Semaj Christon,OKC,24,64,36,28,15.2,108.6,1.1,8.5,10.8,0.4,19.2,0.1,8.1,5,3.7,3.8,15.8,0.011
2017,373,AJ Hammons,DAL,24,22,4,18,7.4,102.8,1.3,19.9,26.7,0,5,0.6,44.8,2.7,2,2.1,6.6,0.011
2017,374,Wilson Chandler,DEN,30,71,35,36,30.9,111.8,5,17.8,22.8,0.7,16.1,0.4,18,11,7.8,9.1,29.4,0.011
2017,375,Josh McRoberts,MIA,30,22,6,16,17.3,109.4,2.3,15.4,20.3,0.5,20.8,0.2,10.5,5.2,5.4,4.9,17.7,0.011
2017,376,Henry Ellenson,DET,20,19,8,11,7.7,103,1.7,23.4,30.6,0.1,5.3,0.1,11.1,1.6,1.9,1.8,5.5,0.011
2017,377,Joel Bolomboy,UTA,23,12,8,4,4.4,95,1.1,25.5,32.5,0.1,9.1,0.2,66.7,1.5,1.3,0.6,2.7,0.011
2017,378,Shawn Long,PHI,24,18,5,13,13,108,2.4,21.4,28.6,0.5,26.5,0.5,50,4.1,3.6,2.1,13.2,0.011
2017,379,Wade Baldwin IV,MEM,21,33,18,15,12.3,107.8,1.1,9.7,12.7,0.5,26.5,0.2,14.3,5.3,3.3,4.3,10.7,0.011
2017,380,Alex Len,PHX,24,77,21,56,20.3,110.5,4.6,25.1,32.9,0.5,15.3,1.3,51.9,8.2,5.6,6.8,18.6,0.011
2017,381,John Lucas III,MIN,34,5,3,2,2.1,70.4,0,0,0,0.4,100,0,0,0.4,0.4,0.8,2,0.011
2017,382,Rashad Vaughn,MIL,20,41,18,23,11.2,107,1.1,11.2,14.4,0.5,22.6,0.2,22.7,4.1,2.7,3.3,11.1,0.01
2017,383,Brian Roberts,CHA,31,41,16,25,10.1,106,0.8,9.4,11.6,0.2,15.3,0,3.8,3.4,2.1,2.6,8.4,0.01
2017,384,Spencer Hawes,MIL,29,54,27,27,14.8,109.2,2.8,21.5,26.8,0.3,15.3,0.6,34.9,5.1,3.8,4.8,13.5,0.01
2017,385,Tyus Jones,MIN,21,60,23,37,12.9,108.2,1,8.9,12.2,0.8,31.8,0.1,8.5,4.5,4,3.4,12.7,0.01
2017,386,TJ Warren,PHX,23,66,20,46,31,112,3.2,11.6,15.3,1.2,21.7,0.6,18.8,11.8,8.9,11.1,29.6,0.01
2017,387,RJ Hunter,CHI,23,3,2,1,3.1,85.6,0.3,7.7,10,0,0,0,0,1.3,1.3,1,2,0.01
2017,388,Archie Goodwin,BKN,22,15,8,7,14.3,108.7,1.4,10.6,14.1,0.3,12.1,0.3,23.8,6.1,4.1,3.8,13.2,0.01
2017,389,Joakim Noah,NYK,32,46,17,29,22.1,111,5.2,25.6,34,0.7,23.3,0.8,34.6,7.4,6.3,7.5,21.1,0.01
2017,390,Brandon Knight,PHX,25,54,16,38,21.1,110.9,1.7,9.4,12.1,0.5,14.8,0.1,4.5,8.4,5.8,7.2,19.8,0.01
2017,391,Tim Quarterman,POR,22,16,6,10,5,97.9,0.6,11.9,16.7,0.1,16.7,0.2,60,1.9,1.4,0.7,4.5,0.01
2017,392,Miles Plumlee,CHA,28,45,19,26,10.8,107,1.3,12.7,17.3,0.4,24.7,0.3,33.3,4.2,2.9,2.1,9.6,0.01
2017,393,Jordan Clarkson,LAL,25,82,26,56,29.2,112,2.4,9.3,12.5,1.1,21.3,0.1,3.9,11.6,8.7,9.5,29.8,0.01
2017,394,Kay Felder,CLE,22,42,25,17,9.2,106.5,0.9,10.3,14.1,0.4,33.3,0.2,21.9,3.7,2.7,2,7.1,0.009
2017,395,Lavoy Allen,IND,28,61,31,30,14.3,109.5,1.9,15.4,19.9,0.3,13,0.4,32,5.6,3.7,4,12,0.009
2017,396,Lance Thomas,NYK,29,46,15,31,21,111.2,2.4,12.3,17.1,0.5,16.9,0.1,4.5,6.7,6.8,6.3,19,0.009
2017,397,Mario Hezonja,ORL,22,65,20,45,14.8,109.6,1.9,15.1,20.2,0.5,22.1,0.2,17.6,5.4,4.2,4.2,14.2,0.009
2017,398,Trey Burke,WAS,24,57,35,22,12.3,108.6,0.7,6.5,8.6,0.2,10.8,0.1,7.4,4.5,4.2,3.3,10.9,0.009
2017,399,KJ McDaniels,BKN,24,49,28,21,10.3,107.4,1.4,14.3,19.4,0.4,24.4,0.4,34.6,3.8,3,2.6,9.4,0.009
2017,400,Shabazz Napier,POR,25,53,26,27,9.7,107.1,1,12.2,15.9,0.6,38.6,0,5,2.9,2.5,1.9,7.4,0.009
2017,401,Dwight Powell,DAL,25,77,30,47,17.3,110.6,2.8,20.2,26.8,0.8,27.5,0.5,39.8,4.7,4.8,4.7,15.1,0.009
2017,402,Reggie Williams,NOP,30,6,1,5,13.2,109.5,0.7,6.2,7.7,0.5,23.1,0,0,4.2,2.5,3.7,8.7,0.008
2017,403,Nick Young,LAL,32,60,19,41,25.9,112.1,1.9,8.1,10.7,0.6,15.9,0.2,12.8,9.1,7.2,8.7,25.6,0.008
2017,404,Udonis Haslem,MIA,37,16,6,10,8.1,106.5,1.8,25.5,35.9,0.4,25,0.1,8.3,3.1,2.8,1.4,8.9,0.008
2017,405,Ed Davis,POR,28,46,19,27,17.2,110.8,3.2,21.3,27,0.3,14.6,0.5,29.3,6.1,4.3,4.7,14.1,0.008
2017,406,Arron Afflalo,SAC,31,61,23,38,25.9,112.1,1.9,8.7,11.4,0.3,9.3,0.1,5.1,9.7,6.6,9,23.1,0.008
2017,407,Georgios Papagiannis,SAC,19,22,7,15,16.1,110.5,2.8,18.3,23.4,0.1,8.1,0.8,51.5,7.5,4.1,5.4,15.4,0.008
2017,408,Deyonta Davis,MEM,20,36,23,13,6.6,104.8,1.1,18.5,24.1,0.1,8.3,0.5,51.5,2.2,1.7,2.1,4.2,0.008
2017,409,Damian Jones,GSW,22,10,7,3,8.5,106.7,1.4,22.2,30.4,0.1,4.3,0.4,40,4.6,1.8,4.9,8.8,0.008
2017,410,Nick Collison,OKC,36,20,10,10,6.4,104.1,1.1,18.6,25,0.1,11.8,0.1,22.2,1.9,1.8,1.2,6.1,0.008
2017,411,James Young,BOS,21,29,16,13,7.6,106.4,0.7,10.4,13.2,0.3,32.3,0.1,11.8,2.6,2.2,2.5,7.1,0.008
2017,412,Alonzo Gee,DEN,30,13,4,9,6.9,106.3,0.8,13.6,16.9,0.4,38.5,0.1,8.3,2.6,1.9,2,6.2,0.008
2017,413,Cole Aldrich,MIN,28,62,23,39,8.6,107.5,1.7,24.8,31.6,0.4,28.7,0.4,51.1,3.1,2.4,2.3,8.3,0.008
2017,414,Emmanuel Mudiay,DEN,21,55,25,30,25.6,112.3,2.7,11.6,14.8,0.7,20.8,0.2,10.7,10.6,6.9,8.8,27.9,0.008
2017,415,Brandon Ingram,LAL,19,79,26,53,28.9,112.6,3.2,12.8,17.2,0.6,12.4,0.5,19.5,10.6,8.4,9.7,29.1,0.007
2017,416,Jeff Withey,UTA,27,51,33,18,8.5,108,1.4,18,23.1,0.3,26.7,0.6,57.1,2.9,1.8,2.3,8.6,0.007
2017,417,Chris Andersen,CLE,38,12,8,4,9.5,108.4,1.8,19.1,31,0.4,29.4,0.6,46.7,3.4,4.8,1.5,6.8,0.007
2017,418,Chasson Randle,NYK,24,26,8,18,11.5,109.6,1,9.7,13.5,0.3,21.4,0.1,5.7,4.3,3.3,2.8,10.9,0.007
2017,419,Treveon Graham,CHA,23,27,10,17,7,106.2,0.6,9.8,12.3,0.2,24,0,6.7,2,1.6,1.9,5.4,0.007
2017,420,Kenneth Faried,DEN,27,61,29,32,21.2,112.1,4.6,24.3,30.7,0.7,24.7,0.7,35.7,8.1,5.2,6.9,21,0.007
2017,421,Danuel House,WAS,24,1,0,1,0.8,0,1,100,100,0,0,0,0,0,0,0,0,0.007
2017,422,Dahntay Jones,CLE,36,1,0,1,12,109.5,1,9.1,12.5,0,0,0,0,3,2,0,10,0.007
2017,423,Jordan Crawford,NOP,28,19,9,10,23.3,112.5,1.6,7.7,10.6,0.6,14.7,0.1,5.9,5.9,6.3,6.2,22.4,0.006
2017,424,Rakeem Christmas,IND,25,29,14,15,7.6,108.3,1,15.7,21.4,0.1,9.4,0.2,35.3,3,2.3,1.9,6.6,0.006
2017,425,Luis Scola,BKN,37,36,7,29,12.8,111,2.4,21.3,27.8,0.4,17.9,0.1,14.3,5.8,3.8,3.6,11.8,0.006
2017,426,Juancho Hernangomez,DEN,21,62,30,32,13.6,111.3,2.3,18.9,24.5,0.5,23.3,0.2,15,5.6,3.7,4.1,14.3,0.006
2017,427,Cheick Diallo,NOP,20,17,9,8,11.7,110.9,2.9,28.6,41.3,0.2,11.1,0.4,43.8,3.5,3.9,3.1,11.3,0.006
2017,428,Mike Miller,DEN,37,20,9,11,7.5,108.7,1.8,26.1,31.3,0.1,8,0,0,3.1,1.6,2.1,7.4,0.006
2017,429,Marshall Plumlee,NYK,24,21,6,15,8.1,109.2,1.3,19.3,27.7,0.2,14.8,0.2,30.8,3.1,3,2.4,8.9,0.005
2017,430,Pat Connaughton,POR,24,39,18,21,8.1,109.1,1.1,14.4,18.7,0.2,15,0.1,7.4,2.9,1.7,1.8,6.3,0.005
2017,431,Omri Casspi,MIN,29,36,12,24,17.8,112.3,2.4,16.7,22.2,0.6,19.3,0.1,5.5,7.9,4.6,7,15.3,0.005
2017,432,Tiago Splitter,PHI,32,8,1,7,9.5,110.1,1.8,22.6,26.4,0.1,11.1,0.1,25,4.8,2.4,3.3,8.8,0.005
2017,433,Kevin Seraphin,IND,27,49,23,26,11.4,111,2.1,20.2,26.9,0.1,8.2,0.4,42.6,3.7,3.1,2.5,8.3,0.005
2017,434,Ronnie Price,PHX,34,14,4,10,9.6,110.5,0.6,6.8,8.8,0.8,45.8,0.1,12.5,3.6,3.1,2.7,7.1,0.005
2017,435,Thomas Robinson,LAL,26,48,15,33,11.7,111.2,2.9,30.4,40.3,0.5,24.3,0.2,25,4.2,3.1,3.5,10.7,0.005
2017,436,Julius Randle,LAL,22,74,24,50,28.8,113.3,6.6,25.4,33.7,0.7,15.5,0.5,22,11.2,7.8,10.7,29.1,0.005
2017,437,Aaron Harrison,CHA,22,5,2,3,3.3,101.9,0.6,20,23.1,0,0,0,0,1.2,0.8,0.8,3.6,0.005
2017,438,D'Angelo Russell,LAL,21,63,21,42,28.7,113.4,3,12,15.9,1.4,31.1,0.3,10.5,9.9,8.1,10.3,29.5,0.005
2017,439,Larry Sanders,CLE,28,5,2,3,2.5,100.6,0.2,11.1,14.3,0.2,50,0.2,100,2.6,0.8,1.6,1.6,0.004
2017,440,Marquese Chriss,PHX,19,82,24,58,21.3,113.3,3.1,16.4,21.7,0.8,21,0.9,37.8,8.5,5.8,7.4,20.5,0.004
2017,441,Ivica Zubac,LAL,20,38,8,30,16,112.9,3.1,21,28.6,0.4,13.5,0.9,51.6,5,4.9,5.4,17.8,0.004
2017,442,James Jones,CLE,36,48,28,20,7.9,111,0.7,10.2,14.4,0.1,11.1,0.2,24.4,3,2.8,1.8,7,0.004
2017,443,Metta World Peace,LAL,37,25,8,17,6.4,110.3,0.6,11.8,15,0.4,30.3,0.1,28.6,2.4,2.4,1.7,5.4,0.003
2017,444,CJ Wilcox,ORL,26,22,8,14,4.9,109.1,0.4,8.7,12.3,0.1,15.4,0,10,1.5,1.5,0.8,5.5,0.003
2017,445,Georges Niang,IND,24,23,11,12,4,108,0.7,16.9,23.8,0.1,17.6,0,0,1.1,1.6,0.6,3,0.003
2017,446,Gary Harris,DEN,22,57,29,28,31.3,114,2.3,8.3,10.5,1.2,26.1,0.1,6.3,11.3,7.9,9.7,32,0.003
2017,447,Justin Harper,PHI,27,3,1,2,10.4,112.6,1,10.3,13,0,0,0,0,6.7,0.7,6.3,13.3,0.003
2017,448,Jordan McRae,CLE,26,37,26,11,10.4,112.7,0.9,9.9,14,0.2,17.8,0.2,15.8,3.8,3.3,3.1,9.4,0.003
2017,449,Steve Novak,MIL,34,8,6,2,2.7,105.9,0.4,14.3,21.4,0,0,0,0,1.3,1.4,0,2.8,0.002
2017,450,Damjan Rudez,ORL,31,45,12,33,7,112.1,0.4,7.9,10.3,0.3,26.1,0,4.8,1.8,1.7,1.2,6.5,0.002
2017,451,John Jenkins,PHX,26,4,0,4,3.2,109.2,0.3,11.1,14.3,0,0,0,0,0,1,0,4.5,0.002
2017,452,Marcelo Huertas,LAL,34,23,5,18,10.3,113.1,1,11.6,15.5,0.4,22.2,0.1,14.3,4,3.2,3.8,10.8,0.002
2017,453,Anderson Varejao,GSW,34,14,12,2,6.6,112.4,1.1,18.8,23.4,0.2,23.1,0.2,33.3,3.4,2.1,2.2,6.3,0.002
2017,454,Michael Gbinije,DET,25,9,7,2,3.5,110,0.1,3.7,4.8,0,0,0,0,0,0.7,0.3,2.2,0.002
2017,455,Briante Weber,CHA,24,20,12,8,10.3,113.2,0.9,12.6,16.8,0.6,32.4,0.1,7.7,2.4,2.2,3.5,9.5,0.002
2017,456,Nicolas Brussino,DAL,24,54,18,36,9.7,113.2,1.3,16.5,21.3,0.3,21,0.1,16.3,3,2.4,2.7,8.1,0.002
2017,457,Stephen Zimmerman,ORL,20,19,8,11,5.7,112.9,1.3,27.3,37.5,0.1,11.8,0.3,55.6,1.7,1.9,1,6,0.001
2017,458,Donatas Motiejunas,NOP,26,34,16,18,14.1,114,2.2,18,23.7,0.5,21.4,0.3,26.2,5.1,4.3,4,13.6,0.001
2017,459,Andrew Nicholson,BKN,27,38,20,18,9,113.6,1.2,15.6,22,0.4,32,0.2,25,3.9,3.1,2.8,8,0.001
2017,460,Joe Young,IND,25,33,18,15,4.1,112.5,0.5,13.3,17.4,0.1,18.2,0,0,1.2,1.2,1.3,3.5,0.001
2017,461,Alan Anderson,LAC,34,30,20,10,10.3,114,0.7,7.7,10.2,0.1,7.5,0,0,2.8,3,3.5,9.9,0.001
2017,462,Arinze Onuaku,ORL,29,8,3,5,3.5,113.6,0.5,21.1,36.4,0,0,0.1,50,1.5,1.1,0.8,3.3,0
2017,463,Patricio Garino,ORL,24,5,2,3,8.6,114.4,1.2,13.3,17.6,0,0,0,0,4.6,3,1.4,6.4,0
2017,464,Greivis Vasquez,BKN,30,3,1,2,12.9,114.6,0.7,5.1,6.9,0.3,20,0.3,50,4.3,3.3,3.7,15.3,0
2017,465,Marcus Thornton,WAS,30,33,15,18,17.4,114.8,1.6,12,16,0.6,21.1,0.1,6.8,6.5,4.8,4.9,16.1,0
2017,466,Marcus Georges-Hunt,ORL,23,5,2,3,9.5,114.9,1.6,16.3,20,0.2,25,0,0,5,2.4,2.4,9.2,0
2017,467,Diamond Stone,LAC,20,7,6,1,3.5,116.1,0.7,20,27.8,0,0,0.1,100,2.3,1,1.4,3.4,-0.001
2017,468,Gary Payton II,MIL,24,6,2,4,16.5,115.1,2,14.8,19,0.5,21.4,0.7,33.3,9.3,4.7,4.3,14,-0.001
2017,469,Jordan Mickey,BOS,22,25,9,16,5.6,116.1,0.8,20.2,24.4,0.1,13.6,0.2,75,2.3,1.1,1.6,4.8,-0.001
2017,470,Demetrius Jackson,BOS,22,5,1,4,3.4,117.8,0.4,11.8,15.4,0,0,0,0,0.4,1.2,0,2,-0.001
2017,471,Bobby Brown,HOU,32,25,18,7,4.9,117,0.2,5,7.1,0,6.7,0,0,2.2,2,1.4,5.1,-0.001
2017,472,Jarnell Stokes,DEN,23,2,0,2,3.3,118.3,0.5,14.3,25,0.5,50,0,0,1,2,0,3,-0.001
2017,473,Daniel Ochefu,WAS,23,19,12,7,3.9,119.4,0.9,28.8,42.5,0.1,15.4,0,0,1.3,1.5,0.9,3.9,-0.002
2017,474,Kyle Wiltjer,HOU,24,14,12,2,3.1,120.4,0.4,15.4,18.8,0.2,50,0.1,25,2.7,0.6,1.7,3.7,-0.002
2017,475,Brandon Bass,LAC,32,52,29,23,11.1,116.7,1.7,16.5,22.1,0.3,19.4,0.2,23.9,4.1,3.5,3.6,11.8,-0.003
2017,476,Quinn Cook,NOP,24,14,9,5,13.4,116.5,0.4,4.2,5.9,0.3,12.1,0,0,5,4.9,3,15.9,-0.003
2017,477,Jonathan Gibson,DAL,29,17,4,13,13.6,116.9,1.2,12.1,15.7,0.5,24.2,0,0,4.9,3.1,3.8,12.5,-0.004
2017,478,Anthony Bennett,BKN,24,23,3,20,11.5,118.1,2.3,20.7,28.2,0.2,15.2,0.1,13.6,5.3,4.5,4.3,12.3,-0.005
2017,479,Alex Poythress,PHI,23,6,0,6,26.1,116.4,3,13.7,19.4,0.5,13,0.3,22.2,12.8,8.3,8.2,28.7,-0.005
2017,480,Johnny O'Bryant III,CHA,24,11,4,7,7.3,120.8,0.9,16.1,20.4,0,0,0.1,50,2.6,1.6,2.5,7.8,-0.005
2017,481,Isaiah Taylor,HOU,22,4,3,1,13,120.5,0.5,4.1,5.9,0.3,25,0.3,25,5.8,5.5,7,17,-0.009
2017,482,Ben Bentil,DAL,22,3,2,1,3.3,135.5,0.7,25,33.3,0,0,0,0,2.7,2.3,2,5.3,-0.01
2017,483,Jarrod Uthoff,DAL,24,9,2,7,12.7,122,1.6,14.9,21.9,0.2,15.4,0.4,26.7,3.8,4,3.8,13.1,-0.011
2017,484,Manny Harris,DAL,27,4,1,3,6.2,129.7,1.5,35.3,50,0,0,0,0,1,1,3.3,9,-0.011
2017,485,Jordan Farmar,SAC,30,2,1,1,17.7,120.9,1,6.1,11.8,1,25,0,0,11,6.5,5.5,17,-0.013
2017,486,Chinanu Onuaku,HOU,20,5,2,3,10.3,140,1.6,17,25,0.6,60,0.2,50,6,4.4,5.4,11.2,-0.031
