Year,Rk,Player,Team,Age,GP,W,L,Min,Def Rtg,DREB,DREB_per,Per_DREB,STL,STL_per,BLK,Per_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2nd_Chance,OPP_PTS_FB,OPP_PTS_Paint,DEF_WS
2017,167,Cory Joseph,TOR,25,80,49,31,25,106.8,2.3,10.4,13.7,0.8,20.2,0.2,6.4,7.9,7,6.2,21.9,0.024
2017,168,Kyrie Irving,CLE,25,72,47,25,35.1,109.1,2.5,7.5,9.9,1.2,23.3,0.3,11.2,11.1,10.1,10.4,33.6,0.024
2017,169,Nerlens Noel,DAL,23,51,24,27,20.5,105.5,3.9,22.5,30.2,1.3,29.5,1,49.5,6.3,5.9,5.8,18.3,0.024
2017,170,Luke Babbitt,MIA,28,68,35,33,15.7,102.2,1.9,13.2,17.3,0.3,13.5,0.2,9.2,4.2,4.2,3.8,15.1,0.024
2017,171,Jerryd Bayless,PHI,28,3,1,2,23.8,106.3,3,12.7,17.3,0,0,0,0,6,9,9.7,24.7,0.024
2017,172,Brandan Wright,MEM,29,28,14,14,16,102.3,1.7,11.5,15.9,0.4,16.9,0.7,40.8,4.8,4.3,5.5,14,0.024
2017,173,Boris Diaw,UTA,35,73,45,28,17.6,103.6,1.5,10.3,12.9,0.2,11.2,0.1,6.8,6,3.6,3.7,15.2,0.024
2017,174,Stanley Johnson,DET,21,77,35,42,17.8,103.7,2,12.9,15.6,0.7,26,0.3,20.7,4.5,3.1,4.1,14.3,0.024
2017,175,Jonas Valanciunas,TOR,25,80,50,30,25.8,107.2,6.7,29.7,38.7,0.5,11.2,0.8,32,8.3,6.8,6.6,22.8,0.024
2017,176,Justin Holiday,NYK,28,82,31,51,20,105,2.4,13,17.2,0.8,25.2,0.4,16.6,6.3,5.7,4.4,16.7,0.024
2017,177,Derrick Jones Jr.,PHX,20,32,7,25,17,103.5,1.3,7.8,10.4,0.4,15.4,0.4,18.1,5.7,5.1,4.7,16.3,0.024
2017,178,David West,GSW,36,68,56,12,12.6,98.6,2.3,19.2,25.3,0.6,30.9,0.7,38.4,3.9,3.2,3.2,11.4,0.024
2017,179,Anthony Brown,ORL,24,11,3,8,14.5,100.7,2.3,16.3,21.6,0.5,20,0.1,7.1,3.5,3.3,3.6,12.5,0.024
2017,180,Frank Kaminsky,CHA,24,75,31,44,26.1,107.3,3.7,15.8,20.1,0.6,16,0.5,18.1,7.2,5.9,7.3,22.2,0.024
2017,181,JR Smith,CLE,31,41,25,16,29,108.1,2.3,8.6,11.4,1,24.2,0.3,12.2,9.4,9.3,7.1,29.3,0.024
2017,182,Jarrett Jack,NOP,33,2,1,1,16.5,102.4,0,0,0,1,33.3,0,0,10,5.5,6.5,12,0.023
2017,183,Trey Lyles,UTA,21,71,43,28,16.3,103,2.6,17.8,22.7,0.4,15.6,0.3,16.4,5.5,4,3.6,14.5,0.023
2017,184,Devin Harris,DAL,34,65,29,36,16.7,103.4,1.8,12.6,16.2,0.7,27.2,0.1,8.5,5,4.5,4.9,13.5,0.023
2017,185,Tony Snell,MIL,25,80,42,38,29.2,108.2,2.8,11.1,14.9,0.7,15,0.2,5.2,9.6,7.9,7.3,26.8,0.023
2017,186,Glenn Robinson III,IND,23,69,35,34,20.7,105.5,2.7,14.4,19.1,0.6,17.9,0.3,14.6,7,5.4,5.1,17,0.023
2017,187,Sergio Rodriguez,PHI,31,68,24,44,22.3,106,2,10.1,13.3,0.7,20.6,0.1,2.4,8.4,6,6.9,20.1,0.023
2017,188,Willie Reed,MIA,27,71,39,32,14.5,101.8,2.9,22.3,29.8,0.3,11,0.7,39.5,4.2,3.9,2.8,13.8,0.023
2017,189,DeMarcus Cousins,NOP,26,72,30,42,34.2,109,8.9,30.5,39.6,1.4,24.5,1.3,41.9,11.5,8,10.8,27.9,0.023
2017,190,Mirza Teletovic,MIL,31,70,36,34,16.2,103,2.2,15,19.7,0.2,6.6,0.2,11.7,5.6,4.2,4.2,14.5,0.023
2017,191,Timothe Luwawu-Cabarrot,PHI,22,69,23,46,17.2,103.8,1.8,11.2,14.9,0.5,15.5,0.1,8.9,6.7,4.8,5.4,15.7,0.023
2017,192,Mike Dunleavy,ATL,36,53,34,19,15.9,102.5,1.8,12.4,16.2,0.3,12.7,0.1,10.8,5.8,4.4,3.6,12,0.023
2017,193,Rondae Hollis-Jefferson,BKN,22,78,19,59,22.6,106.6,4.6,21,27.2,1.1,28.3,0.6,24.4,9,6.8,7,22.1,0.023
2017,194,Aaron Gordon,ORL,21,80,29,51,28.7,108.2,3.6,14.1,18.2,0.8,18.5,0.5,17.4,9.5,8,8,29,0.023
2017,195,Ian Mahinmi,WAS,30,31,19,12,17.9,104,3.3,20.4,26.8,1.1,33.3,0.8,50,7.6,5.1,4,14.8,0.023
2017,196,Maurice Harkless,POR,24,77,38,39,28.9,108.3,2.8,10.7,14,1.1,26.2,0.9,28.5,9.7,7.7,7.9,26.4,0.023
2017,197,Greg Monroe,MIL,27,81,42,39,22.5,106.4,4.5,23.7,30.9,1.1,27.1,0.5,22.6,7.9,5.5,5.7,20.5,0.023
2017,198,Jabari Parker,MIL,22,51,22,29,33.9,109.3,4.6,15.1,20.3,1,17.4,0.4,10.3,11.9,9.8,8.6,31.3,0.023
2017,199,Kelly Oubre Jr.,WAS,21,79,47,32,20.3,105.6,2.5,13.8,18.3,0.7,21.7,0.2,11.7,7.8,6.3,4.7,18.4,0.023
2017,200,Evan Turner,POR,28,65,34,31,25.5,107.4,3.2,14.4,18.7,0.8,21.5,0.4,14.3,8,7.1,6.6,21.8,0.023
2017,201,Austin Rivers,LAC,24,74,43,31,27.8,108,1.9,7.6,10.1,0.6,15.9,0.1,5.5,8.6,7.4,8.5,25.8,0.023
2017,202,Fred VanVleet,TOR,23,37,25,12,7.9,91.5,1,13,16.4,0.4,31.4,0.1,6.4,2.5,1.6,1.9,6.3,0.023
2017,203,Isaiah Whitehead,BKN,22,73,17,56,22.5,106.4,2.1,9.3,12.4,0.6,18.9,0.5,23.4,8.6,6.9,6,18.9,0.023
2017,204,Spencer Dinwiddie,BKN,24,59,13,46,22.6,106.3,2.3,10.9,14.1,0.7,21.5,0.4,18.3,7.8,6,6,20.5,0.023
2017,205,Dorian Finney-Smith,DAL,24,81,33,48,20.3,105.6,2.1,12.4,16.2,0.6,19.2,0.3,17.1,5.8,5.1,5.5,16.3,0.023
2017,206,Cristiano Felicio,CHI,24,66,31,35,15.8,103,2.8,19.9,25.5,0.4,14.1,0.3,20.7,5.4,3.5,4.2,14.5,0.023
2017,207,Tim Frazier,NOP,26,65,26,39,23.5,106.8,2.1,9.7,12.5,0.9,22.9,0.1,3.7,7,5.7,6.7,20.2,0.023
2017,208,Hollis Thompson,NOP,26,40,12,28,18.8,104.7,2.3,12.8,17.2,0.5,18.2,0.2,8.2,6.9,4.7,6.7,16.3,0.022
2017,209,Troy Daniels,MEM,25,67,33,34,17.7,104.3,1.2,7.7,9.9,0.3,11,0.1,4.1,5.3,4,4.9,12.8,0.022
2017,210,Trevor Booker,BKN,29,71,18,53,24.7,107.3,6,25.1,33.9,1.1,26.9,0.4,16.3,10.4,7.8,7.4,22.4,0.022
2017,211,Davis Bertans,SAS,24,67,51,16,12.1,99.7,1.1,10.5,13.5,0.3,14.2,0.4,28.6,4.2,3.1,2.5,10.4,0.022
2017,212,Matt Barnes,GSW,37,74,38,36,24,106.9,4.2,20,26.5,0.6,15.9,0.4,14.7,8.4,5.7,7.4,19.2,0.022
2017,213,Deron Williams,CLE,33,64,25,39,25.9,107.5,2.1,9.6,12.3,0.5,13.5,0.1,6.5,8.1,5.6,6.4,21.6,0.022
2017,214,Jeff Green,ORL,30,69,26,43,22.2,106.6,2.5,12.5,16.2,0.5,18.3,0.2,7.9,7,6.9,5.9,19.9,0.022
2017,215,Danilo Gallinari,DEN,28,63,31,32,33.9,109.4,4.5,14.4,18.3,0.6,13,0.2,9.3,12,8.7,9.9,33.7,0.022
2017,216,Jusuf Nurkic,POR,22,65,34,31,21.4,106.5,4.8,23.6,30.3,0.8,24,1.1,46.3,8.5,6,6.1,20.6,0.022
2017,217,Jerian Grant,CHI,24,63,29,34,16.3,103.8,1.5,10,12.8,0.7,29.6,0.1,8.8,4.7,3.7,4.6,14.7,0.022
2017,218,Terrence Ross,ORL,26,78,39,39,25.1,107.7,2.4,10.8,14.2,1.1,24.4,0.4,16.6,7.5,7,6.2,23.9,0.022
2017,219,Marco Belinelli,CHA,31,74,34,40,24,107.4,2.2,10.4,13.1,0.6,18.1,0.1,5.4,6.5,5.4,6.8,21.2,0.021
2017,220,Denzel Valentine,CHI,23,57,28,29,17.1,104.5,2.5,16.1,21.3,0.5,17.3,0.1,8.3,5.6,4.2,5,16.4,0.021
2017,221,Tyreke Evans,SAC,27,40,17,23,19.7,106.2,3.1,17.8,22.7,0.9,29.2,0.2,10.7,6.8,4.8,5.7,18,0.021
2017,222,Ian Clark,GSW,26,77,63,14,14.8,103,1.3,9,12.4,0.5,21.5,0.1,5.6,5.8,4.8,4.6,14.6,0.021
2017,223,Yogi Ferrell,DAL,24,46,18,28,26,108.3,2,9.1,11.8,0.9,23.7,0.2,10,7.6,6,8.5,23.2,0.021
2017,224,Zach LaVine,MIN,22,47,16,31,37.2,110.1,3,9.8,12.8,0.9,15,0.2,5.8,13.5,10.3,10,35.7,0.021
2017,225,Andre Drummond,DET,23,81,36,45,29.7,108.9,9.5,37.3,46.6,1.5,33.5,1.1,46.1,8.1,6.6,6.5,26.8,0.021
2017,226,Norman Powell,TOR,24,76,47,29,18,105.4,1.9,12,15.6,0.7,20.8,0.2,9.6,5.6,4.9,4.2,15.7,0.021
2017,227,Raul Neto,UTA,25,40,24,16,8.6,95.7,0.7,8.4,10.7,0.5,36.8,0.1,13.9,2.4,1.9,2,7.1,0.021
2017,228,Mike Muscala,ATL,25,70,36,34,17.7,105.1,2.3,15,19.1,0.4,16,0.6,32.5,6.4,5.1,4.8,14.9,0.021
2017,229,Buddy Hield,SAC,23,82,31,51,23,107.5,2.9,13.4,17.7,0.5,13.4,0.1,5.1,8.5,6.3,6.8,22,0.021
2017,230,Allen Crabbe,POR,25,79,39,40,28.5,108.9,2.6,10.5,13.4,0.7,17.3,0.3,9.2,9.7,7.2,8,26.2,0.021
2017,231,Luol Deng,LAL,32,56,18,38,26.5,108.4,4.1,17.2,22.3,0.9,21.1,0.4,17.1,10.4,6.8,9.1,26.3,0.02
2017,232,Jaylen Brown,BOS,20,78,50,28,17.2,105.1,2.2,14.6,18.7,0.4,17,0.2,17.5,6,4.3,4,15,0.02
2017,233,Josh Huestis,OKC,25,2,0,2,15.4,104.9,2.5,17.2,17.9,0,0,1.5,60,8,4,6,17,0.02
2017,234,Troy Williams,HOU,22,30,19,11,18.6,105.5,1.8,10.7,14.4,0.9,25.7,0.3,16.1,5.7,5.8,6.2,14.9,0.02
2017,235,Devin Booker,PHX,20,78,24,54,35,110,2.6,8.2,10.8,0.9,15.9,0.3,7.7,13.8,10,12.1,32.8,0.02
2017,236,Iman Shumpert,CLE,27,76,48,28,25.5,108.2,2.4,9.8,12.9,0.8,24.9,0.4,17.2,8.8,7.6,7.1,22.4,0.02
2017,237,Noah Vonleh,POR,21,74,38,36,17.1,105.1,3.5,22.4,28.7,0.4,14.8,0.4,23.1,5.3,3.9,4.1,14.8,0.02
2017,238,Jamal Crawford,LAC,37,82,51,31,26.3,108.4,1.4,5.8,7.6,0.7,20.1,0.2,7.9,8.7,7.2,7.8,24.5,0.02
2017,239,Rodney Stuckey,IND,31,39,17,22,17.9,105.5,2,12.5,16.2,0.4,15.7,0,0,5.7,4.4,4.1,13.7,0.02
2017,240,Okaro White,MIA,24,35,26,9,13.5,102.4,1.6,14.2,18.9,0.3,13,0.3,22.2,3.7,4,2,12.8,0.02
2017,241,Andrew Wiggins,MIN,22,82,31,51,37.2,110.4,2.8,8.7,11.5,1,16.9,0.4,10.6,13.5,10,10.9,35.5,0.02
2017,242,Omer Asik,NOP,30,31,12,19,15.6,104.4,3.7,25.2,31.7,0.2,7.9,0.3,20.8,5.6,4.1,4.4,14,0.02
2017,243,Kyle Singler,OKC,29,32,15,17,12,101.2,1.3,12.3,15.1,0.2,11.7,0.2,16.1,3.6,2.7,2.5,12,0.02
2017,244,Richard Jefferson,CLE,37,79,50,29,20.4,106.9,2.2,11.5,15.2,0.3,13.5,0.1,7.7,7.3,5.6,5.4,17.8,0.019
2017,245,Corey Brewer,LAL,31,82,47,35,15.6,104.6,1.6,11.8,15.6,0.7,25.4,0.2,16.1,5.7,4.7,4.3,14.7,0.019
2017,246,Ricky Rubio,MIN,26,75,28,47,32.9,109.9,3.2,11.2,14.7,1.7,33.2,0.1,4.6,11.5,9,10.1,31.1,0.019
2017,247,Kris Humphries,ATL,32,56,31,25,12.3,101.7,2.6,24.5,31.9,0.3,13.6,0.4,36.2,4.5,2.8,3.4,10.6,0.019
2017,248,Sam Dekker,HOU,23,77,52,25,18.4,106.2,2.5,14.5,19.5,0.5,16.8,0.3,15.2,6.9,5.2,5.3,17.8,0.019
2017,249,Alec Burks,UTA,25,42,26,16,15.5,104.9,2.5,18,22.7,0.4,19.4,0.1,8.2,4.9,3.3,3.9,14.5,0.019
2017,250,Caris LeVert,BKN,22,57,15,42,21.7,107.6,2.9,14.1,18.3,0.9,23.2,0.1,6.3,7.5,6.4,5.8,20.7,0.019
2017,251,Shabazz Muhammad,MIN,24,78,29,49,19.4,106.8,1.7,10.9,14.1,0.3,8.1,0.1,4.4,7,5.3,5.9,19.2,0.019
2017,252,Ty Lawson,SAC,29,69,25,44,25.1,108.7,2,8.7,11.6,1.1,27.7,0.1,4.4,9.5,7,6.8,20.9,0.019
2017,253,Joe Harris,BKN,25,52,10,42,21.9,107.9,2.5,11.7,15.3,0.6,20.8,0.2,8.1,10,6.7,6.9,20.9,0.019
2017,254,Gerald Henderson,PHI,29,72,24,48,23.2,108.1,2.1,10.4,13.7,0.6,13.2,0.2,8.7,9.2,6.3,7.4,21.4,0.019
2017,255,Salah Mejri,DAL,31,73,29,44,12.4,102.3,2.9,28.7,36.4,0.4,22.2,0.8,73.5,3.7,2.6,2.8,9.1,0.019
2017,256,Cameron Payne,CHI,22,31,16,15,14.9,104.6,1.5,11.1,14.5,0.5,18.2,0.1,8.9,5.8,3.4,3.7,14.6,0.019
2017,257,Jakob Poeltl,TOR,21,54,38,16,11.6,101.5,1.6,16.9,21.3,0.3,13.7,0.4,38.5,3.5,2.5,3.2,9.3,0.018
2017,258,Wayne Selden,MEM,22,14,6,8,16.9,105.8,1.1,6.6,9,0.4,18.2,0.1,3.7,6.5,4.1,4.9,14.3,0.018
2017,259,Tarik Black,LAL,25,67,24,43,16.3,105.5,3,20.2,26.2,0.4,15.1,0.7,42.7,5.8,4.8,4.9,14.5,0.018
2017,260,Tomas Satoransky,WAS,25,57,33,24,12.6,102.4,1,8.9,12.1,0.5,23.6,0.1,8.6,3.9,4.1,2.7,10.6,0.018
2017,261,Sean Kilpatrick,BKN,27,70,14,56,25.1,108.7,3.7,15.3,20.1,0.6,18.6,0.1,3.6,10.5,7.5,6.8,23.8,0.018
2017,262,Eric Bledsoe,PHX,27,66,22,44,33,110.2,4.1,13.9,18,1.4,25.1,0.5,15,12.2,8.6,11.7,30.5,0.018
2017,263,John Henson,MIL,26,58,26,32,19.4,107,3.5,20.2,27.6,0.5,17.2,1.3,46.4,6.1,5.7,4.9,17.4,0.018
2017,264,Patrick McCaw,GSW,21,71,57,14,15.1,104.9,1.1,7.8,10.5,0.5,15.5,0.2,9.7,6.4,4.4,6,16,0.018
2017,265,Brandon Jennings,WAS,27,81,37,44,22.2,108.1,2.1,10,13.4,0.9,24.1,0,1.9,7.9,6.5,5.9,21.6,0.018
2017,266,Larry Nance Jr.,LAL,24,63,21,42,22.9,108.3,4,20.4,27,1.3,26.8,0.6,32,8.9,6.1,7,22.8,0.018
2017,267,Karl-Anthony Towns,MIN,21,82,31,51,37,110.8,8.7,27.7,36.5,0.7,11.6,1.3,36,13.1,10.3,11,35.7,0.018
2017,268,Malik Beasley,DEN,20,22,12,10,7.5,96,0.5,7.2,8.9,0.3,30.4,0,0,3,1.8,2,6.5,0.018
2017,269,Tyson Chandler,PHX,34,47,15,32,27.6,109.5,8.2,33.9,44,0.7,13.8,0.5,25.3,10.1,6.9,9.6,23.8,0.017
2017,270,Jonas Jerebko,BOS,30,78,51,27,15.8,105.7,2.7,19.2,25.7,0.3,13.8,0.2,15.7,4.8,4.4,4,14.5,0.017
2017,271,Enes Kanter,OKC,25,72,43,29,21.3,107.9,4,21,27.1,0.4,15.3,0.5,25.2,7.7,5.6,5.2,21.7,0.017
2017,272,Ron Baker,NYK,24,52,14,38,16.5,106,1.7,11.3,15,0.7,24.8,0.2,10.1,5.4,4.8,3.9,14.5,0.017
2017,273,Alexis Ajinca,NOP,29,39,15,24,15,105.3,3.4,22.5,30.3,0.5,21.7,0.6,37.3,5,4.7,3.8,13.8,0.017
2017,274,Jamal Murray,DEN,20,82,40,42,21.5,108.1,2.1,10.4,13.3,0.6,20.3,0.3,15.6,7.9,5.3,6.2,21.3,0.017
2017,275,Gary Neal,ATL,32,2,1,1,9.2,98.6,0.5,7.7,9.1,0,0,0,0,0.5,1.5,1,6,0.017
2017,276,Skal Labissiere,SAC,21,33,9,24,18.5,107.2,3.4,19.4,25.5,0.5,17,0.4,25.5,7.2,5.6,5.4,16.7,0.017
2017,277,Lou Williams,HOU,30,81,34,47,24.6,109,2.2,9.6,13,1,22.4,0.2,11.3,9,7.8,7.4,25.4,0.017
2017,278,Bismack Biyombo,ORL,24,81,29,52,22.1,108.2,5.1,25.6,33.4,0.3,10.5,1.1,48.4,7.6,6.1,5.7,20.1,0.017
2017,279,Chandler Parsons,MEM,28,34,18,16,19.8,107.6,2.3,14.1,18.1,0.6,17.9,0.1,10.6,6.1,4.6,6.6,17.6,0.017
2017,280,Mindaugas Kuzminskas,NYK,27,68,24,44,14.9,105.4,1.2,8.4,11.3,0.4,16.8,0.2,8.6,5.8,4.2,4,14.6,0.017
2017,281,Mike Scott,ATL,28,18,7,11,10.8,101.7,1.5,17.1,22.9,0.2,12.1,0.2,14.3,2.7,2.7,2.9,8.8,0.017
2017,282,Kosta Koufos,SAC,28,71,27,44,20,107.7,4,22.3,29.1,0.5,15.7,0.7,40.3,6.8,5.1,6.4,16.1,0.017
2017,283,Kyle Korver,CLE,36,67,33,34,26.2,109.5,2.7,11.4,15.2,0.5,13.2,0.3,11.9,10.5,7.1,7,23.5,0.017
2017,284,Aaron Brooks,IND,32,65,36,29,13.7,104.6,0.8,6.4,8.3,0.4,19.4,0.1,11,4.3,3.2,3.2,10.4,0.017
2017,285,Darrun Hilliard,DET,24,39,19,20,9.8,100.5,0.8,9.2,11.1,0.3,21.2,0.1,10,2.6,1.5,2.3,7.4,0.017
2017,286,Nikola Jokic,DEN,22,73,37,36,27.9,109.8,6.9,27.2,33.9,0.8,21.9,0.8,37.4,9.8,6.5,8,26.9,0.017
2017,287,Axel Toupane,NOP,24,4,2,2,11.9,103.5,0.3,2.3,3.7,0.3,9.1,0.3,20,4.3,4,4,13.5,0.016
2017,288,Bobby Portis,CHI,22,64,30,34,15.6,106,3.5,24.2,32,0.3,9.4,0.2,15.9,4.8,4.3,4.2,14.6,0.016
2017,289,Jameer Nelson,DEN,35,75,34,41,27.3,109.7,2.2,8.9,11.1,0.7,18.4,0.1,4.8,9.5,6.7,7.4,24.5,0.016
2017,290,Doug McDermott,OKC,25,66,35,31,22.8,108.6,2.4,11.7,15,0.2,7,0.1,3.8,8.3,5.8,6,22.5,0.016
2017,291,Alan Williams,PHX,24,47,11,36,15.1,105.8,4.2,29.3,38.7,0.6,22.3,0.7,39,5.1,4.7,4.3,13.3,0.016
2017,292,Ryan Kelly,ATL,26,16,6,10,6.9,94.7,1.1,16.8,22.1,0.3,28.6,0.3,35.7,2.3,1.3,1.4,6.9,0.016
2017,293,Roy Hibbert,DEN,30,48,24,24,14.2,105.3,2,14,17.7,0.2,9.9,1,54.8,4.3,3.6,4.1,10.8,0.016
2017,294,Garrett Temple,SAC,31,65,25,40,26.6,109.7,2.3,10.1,13.6,1.3,28.8,0.4,19.7,10.1,7.2,7.6,21.4,0.016
2017,295,Christian Wood,CHA,21,13,5,8,8.2,97.6,1.2,14.3,18.8,0.2,30,0.5,60,3.5,2,2.4,6.6,0.016
2017,296,Pascal Siakam,TOR,23,55,35,20,15.6,106.4,2.2,16.8,22,0.5,16,0.8,50.6,5.5,3.8,4.6,13.8,0.016
2017,297,Willy Hernangomez,NYK,23,72,27,45,18.4,107.6,4.6,26.3,35.6,0.6,20.1,0.5,26.3,6.2,5.4,5.4,18.7,0.016
2017,298,Darren Collison,SAC,29,68,26,42,30.3,110.4,1.9,7.4,9.6,1,19.8,0.1,5.1,10,7.4,9,25.9,0.016
2017,299,Jordan Hill,MIN,29,7,2,5,6.7,93.6,0.9,13.3,19.4,0.1,9.1,0,0,1.6,2.1,0.9,5.1,0.016
2017,300,Sasha Vujacic,NYK,33,42,14,28,9.7,101.4,1.1,12.3,15.8,0.3,16.7,0,3.8,2.9,2.5,2.6,9.1,0.016
2017,301,Raymond Felton,LAC,33,80,50,30,21.2,108.7,2.3,11.8,15.7,0.8,27.3,0.3,13.8,7,6.3,6.7,20.2,0.016
2017,302,Jerami Grant,OKC,23,80,43,37,19.1,108.1,2.1,12.2,15.7,0.4,14.5,1,41.8,6.6,5,5.1,19.7,0.015
2017,303,Wesley Johnson,LAC,29,68,40,28,11.9,104.2,2.3,20.9,27.3,0.4,22,0.4,41.1,3.4,3.1,3.5,10.6,0.015
2017,304,Courtney Lee,NYK,31,77,29,48,31.9,110.8,2.7,9.2,12.6,1.1,24,0.3,9.2,10.6,9.9,9.9,32,0.015
2017,305,Carmelo Anthony,NYK,33,74,29,45,34.3,111.1,5.1,16,21.7,0.8,17.1,0.5,12.3,12,10.8,10.6,33.9,0.015
2017,306,Dejounte Murray,SAS,20,38,29,9,8.5,100.3,0.9,11.7,15.5,0.2,14.3,0.2,15,2.7,2.2,1.6,7.2,0.015
2017,307,Anthony Morrow,CHI,31,49,25,24,14.6,106.4,0.4,3,3.9,0.5,23.1,0,2.7,4.9,3.6,4,14.3,0.015
2017,308,Tyler Ennis,LAL,22,53,28,25,11.1,103.7,0.7,7.2,9.1,0.5,19.4,0,4.4,3.8,2.5,3.9,9.8,0.015
2017,309,Jose Calderon,ATL,35,41,15,26,13.1,105.4,1.4,12.6,16.1,0.3,13.3,0,2,5.5,2.8,4.7,11.5,0.015
2017,310,Isaiah Canaan,CHI,26,39,19,20,15.2,106.7,1.1,8.2,11.1,0.6,21.4,0,2,5.3,4.3,4.2,15,0.015
2017,311,DeAndre Liggins,DAL,29,62,40,22,12.5,105.4,1.4,12.4,16.4,0.8,38.8,0.2,22.6,4.6,3.1,3.9,11.5,0.015
2017,312,Tyler Ulis,PHX,21,61,15,46,18.4,108.3,1.2,7.3,9.7,0.8,24,0.1,3.9,6.7,5.6,5.5,17.2,0.014
2017,313,Ben McLemore,SAC,24,61,27,34,19.3,108.5,1.8,10.6,13.6,0.5,15.9,0.1,6.7,7.1,4.6,5.6,15.4,0.014
2017,314,Bojan Bogdanovic,WAS,28,81,23,58,25.7,110.2,3,12.4,16.4,0.4,10.8,0.1,3.3,10.4,7.9,7.7,24.5,0.014
2017,315,JaVale McGee,GSW,29,77,62,15,9.6,102.7,1.9,18.7,24.9,0.2,14.4,0.9,58.3,3.1,2.9,3.2,8.8,0.014
2017,316,Derrick Rose,NYK,28,64,26,38,32.5,111.1,2.8,9.2,12.5,0.7,15.7,0.3,7.4,11.2,10.6,10.1,32.2,0.014
2017,317,C.J. Watson,ORL,33,62,20,42,16.3,107.5,1.2,8.4,10.6,0.7,27.9,0,2.4,5.5,4.6,4.4,14.6,0.014
2017,318,Leandro Barbosa,PHX,34,67,20,47,14.4,106.5,1.3,10.6,13.6,0.5,20.1,0.1,8.3,5,3.8,4.1,12.6,0.014
2017,319,Meyers Leonard,POR,25,74,37,37,16.5,107.6,2.8,19.4,25,0.2,8,0.4,25.9,4.8,4.2,4.2,14.6,0.014
2017,320,Toney Douglas,MEM,31,24,15,9,16.4,107.7,2,15.7,19.2,0.8,29,0.2,16.7,5.3,3.3,5.7,13.6,0.014
2017,321,James Michael McAdoo,GSW,24,52,43,9,8.8,101.3,1.1,12.9,17.9,0.3,20.5,0.6,36.7,3.7,2.9,3,9,0.014
2017,322,Reggie Jackson,DET,27,52,23,29,27.4,110.5,1.8,7.7,9.4,0.7,16.9,0.1,4.8,8.3,5.7,6,24.1,0.014
2017,323,Will Barton,DEN,26,60,31,29,28.4,110.6,3.4,13.2,17,0.8,18.8,0.5,20.1,11.1,7.4,8.5,28,0.014
2017,324,Jahlil Okafor,PHI,21,50,15,35,22.7,109.5,3.2,16.3,21.5,0.4,10.9,1,48.5,7.8,6.8,8,22,0.014
2017,325,Timofey Mozgov,LAL,30,54,16,38,20.4,109,3,16,20.2,0.3,10.4,0.6,41.9,8.1,4.6,7.5,18.9,0.014
2017,326,Willie Cauley-Stein,SAC,23,75,29,46,18.9,108.8,3.4,20,26.9,0.7,23.3,0.6,43.1,6.7,5.6,5.4,16.6,0.014
2017,327,Jason Smith,WAS,31,74,45,29,14.4,106.8,2.6,20.3,26.9,0.3,13.5,0.7,46.2,5.3,4.8,3.3,12.3,0.014
2017,328,Derrick Williams,CLE,26,50,16,34,16.1,107.6,2.2,15,20.2,0.3,14.6,0.1,9.9,5.1,4.4,3.5,15.7,0.014
2017,329,Quincy Acy,BKN,26,38,11,27,14.7,106.9,2.5,19.2,25.5,0.4,15.4,0.4,32.6,4.8,4.1,4.1,11.5,0.014
2017,330,Brice Johnson,LAC,23,3,1,2,3.1,78.9,0.7,22.2,28.6,0.7,50,0.3,100,3,0.7,0.7,4,0.013
2017,331,Maurice Ndour,NYK,25,32,10,22,10.4,103.9,1.3,14.9,19.4,0.5,22.7,0.3,19,3.5,2.8,2.3,8.7,0.013
2017,332,Jeremy Lamb,CHA,25,62,27,35,18.4,108.7,3.8,22.4,28.6,0.4,20.5,0.4,19.8,4.8,4.5,4.6,15.5,0.013
2017,333,Brandon Rush,MIN,31,47,15,32,21.9,109.8,1.8,8.9,11.9,0.5,14.6,0.5,25,7.9,6.6,6.4,21.7,0.013
2017,334,Ramon Sessions,CHA,31,50,23,27,16.2,108.2,1.2,7.8,10,0.5,25,0.1,3.7,5.5,4,4.6,14.4,0.013
2017,335,Randy Foye,BKN,33,69,17,52,18.6,108.9,2.1,12.4,16.2,0.5,16.7,0.1,6.7,7,5.5,5.3,17.6,0.013
2017,336,DeAndre' Bembry,ATL,22,38,20,18,9.8,103.4,1.2,13.8,17.5,0.2,14.5,0.1,13.9,2.8,2.6,2.9,8.2,0.013
2017,337,Montrezl Harrell,HOU,23,58,39,19,18.3,108.8,2.4,13.7,19,0.3,11.9,0.7,40.4,7.2,6.2,5.2,18.9,0.013
2017,338,Jake Layman,POR,23,35,16,19,7.1,99.5,0.5,7.2,9.4,0.3,25.7,0.1,15,2.3,1.5,1.7,5.5,0.013
2017,339,Tyler Zeller,BOS,27,51,32,19,10.3,104.4,1.6,16.7,22.6,0.1,9.6,0.4,40.4,3.6,2.8,2.4,9.4,0.013
2017,340,Channing Frye,CLE,34,74,44,30,18.9,109,3.4,19,24.9,0.4,20,0.5,35.9,6.2,4.7,4.9,16.4,0.013
2017,341,Paul Pierce,LAC,39,25,16,9,11.1,105,1.9,16.8,22.1,0.2,13.8,0.2,21.7,3.6,2.7,2.8,8.3,0.013
2017,342,Bruno Caboclo,TOR,21,9,8,1,4.5,91.2,0.6,13.9,17.2,0.2,20,0.1,14.3,1.2,0.7,1.2,2.4,0.013
